municipio,year,week,cases,humidity,idhm,population,rainfall,temperature
duque de caxias,2011,15,988,73.2755042857,0.711,924624,22.966480599999997,26.9428302857
duque de caxias,2011,16,955,70.8502114286,0.711,924624,22.6635186,26.5241647143
duque de caxias,2011,17,939,80.1776931429,0.711,924624,21.2085193,23.4723625714
duque de caxias,2011,18,633,74.7754185714,0.711,924624,13.8418525,23.960024
duque de caxias,2011,19,506,78.4226457143,0.711,924624,17.918703999999998,22.4422618571
duque de caxias,2011,20,431,79.1955242857,0.711,924624,18.2564816,20.3423671429
duque de caxias,2011,21,361,74.9483757143,0.711,924624,15.024074099999998,21.1448094286
duque de caxias,2011,22,217,73.0292342857,0.711,924624,11.5129633,20.8369817143
duque de caxias,2011,23,130,71.2075637143,0.711,924624,11.936667,19.5611477143
duque de caxias,2011,24,87,74.6643142857,0.711,924624,8.995,19.8021314286
duque de caxias,2011,25,80,77.6235157143,0.711,924624,9.5750002,21.4276238571
duque de caxias,2011,26,54,75.031766,0.711,924624,9.1416668,20.41707
duque de caxias,2011,27,45,77.8625694286,0.711,924624,8.435,17.9132621429
duque de caxias,2011,28,50,74.57566,0.711,924624,9.919259000000002,20.248041
duque de caxias,2011,29,27,74.0966637143,0.711,924624,10.2592592,22.0531657143
duque de caxias,2011,30,24,69.1853512857,0.711,924624,9.0122223,21.2777328571
duque de caxias,2011,31,26,68.2420134286,0.711,924624,10.3029626,20.7968127143
duque de caxias,2011,32,13,73.0959988571,0.711,924624,8.667407000000003,22.0922461429
duque de caxias,2011,33,14,63.9047948571,0.711,924624,7.999999700000001,23.7215448571
duque de caxias,2011,34,14,75.6101271429,0.711,924624,11.3555561,20.8940505714
duque de caxias,2011,35,9,60.000338,0.711,924624,15.5140742,22.0900734286
duque de caxias,2011,36,12,67.3451391429,0.711,924624,21.0168519,22.282422
duque de caxias,2011,37,17,71.4947417143,0.711,924624,18.2868525,21.0481841429
duque de caxias,2011,38,23,63.9115282857,0.711,924624,23.775741000000004,22.4842795714
duque de caxias,2011,39,6,65.3206145714,0.711,924624,27.2264814,22.508755
duque de caxias,2011,40,17,69.4495665714,0.711,924624,30.3644439,23.4172164286
duque de caxias,2011,41,13,71.9263837143,0.711,924624,25.6755537,25.3077655714
duque de caxias,2011,42,19,76.2696637143,0.711,924624,27.50685,20.307378
duque de caxias,2011,43,16,63.8171225714,0.711,924624,30.990554,25.3548388571
duque de caxias,2011,44,13,67.5441308571,0.711,924624,34.4066664,20.5889347143
duque de caxias,2011,45,16,65.7711015714,0.711,924624,40.1744441,24.5449921429
duque de caxias,2011,46,20,77.622237,0.711,924624,40.218888500000006,22.390538
duque de caxias,2011,47,33,70.7026794286,0.711,924624,42.412223,24.3412987143
duque de caxias,2011,48,30,74.6949554286,0.711,924624,41.416667,23.9468008571
duque de caxias,2011,49,37,76.7201368571,0.711,924624,41.894259000000005,24.52345
duque de caxias,2011,50,50,72.9043405714,0.711,924624,49.239813,25.6351062857
duque de caxias,2011,51,47,63.4447514286,0.711,924624,57.719443,27.7684524286
duque de caxias,2011,52,33,78.92118925,0.711,924624,58.684628999999994,24.210594625
duque de caxias,2012,1,42,77.9992842857,0.711,924624,52.617964,24.5757165714
duque de caxias,2012,2,31,72.5968114286,0.711,924624,55.944813999999994,26.1073811429
duque de caxias,2012,3,47,70.9307285714,0.711,924624,57.287775999999994,27.070807
duque de caxias,2012,4,52,68.7933367143,0.711,924624,57.318331,26.6157475714
duque de caxias,2012,5,65,72.285444,0.711,924624,36.5503705,25.5153737143
duque de caxias,2012,6,56,64.9413142857,0.711,924624,41.480555499999994,28.1038594286
duque de caxias,2012,7,41,69.6472951429,0.711,924624,45.914812999999995,26.7990137143
duque de caxias,2012,8,40,62.7462475714,0.711,924624,29.507036600000006,27.9046742857
duque de caxias,2012,9,58,58.791062,0.711,924624,41.8540724,29.0068037143
duque de caxias,2012,10,53,69.3969342857,0.711,924624,46.081109,26.4563654286
duque de caxias,2012,11,95,70.6525534286,0.711,924624,43.734446000000005,26.5113768571
duque de caxias,2012,12,106,72.032457,0.711,924624,49.576111,25.9385567143
duque de caxias,2012,13,93,77.6368351429,0.711,924624,41.084999499999995,25.613578
duque de caxias,2012,14,92,74.9577928571,0.711,924624,28.03111149999999,25.9257305714
duque de caxias,2012,15,116,75.21984,0.711,924624,24.413517999999996,26.2174461429
duque de caxias,2012,16,166,74.0812091429,0.711,924624,22.8149996,24.8082207143
duque de caxias,2012,17,131,76.4992594286,0.711,924624,22.4362971,24.5159877143
duque de caxias,2012,18,196,79.2455612857,0.711,924624,15.0696303,22.0007441429
duque de caxias,2012,19,254,73.46796,0.711,924624,16.2879634,23.3998525714
duque de caxias,2012,20,133,81.2450971429,0.711,924624,19.5494446,20.5313412857
duque de caxias,2012,21,126,74.58362,0.711,924624,15.024074099999998,21.724629
duque de caxias,2012,22,133,76.9228671429,0.711,924624,12.0588891,23.8295408571
duque de caxias,2012,23,155,80.0667094286,0.711,924624,13.1133338,23.403831
duque de caxias,2012,24,128,79.0826565714,0.711,924624,8.995,21.998106
duque de caxias,2012,25,110,77.3920528571,0.711,924624,9.3816668,22.9622331429
duque de caxias,2012,26,142,78.454498,0.711,924624,9.4950002,21.596392
duque de caxias,2012,27,122,69.5343214286,0.711,924624,8.435,23.2789985714
duque de caxias,2012,28,62,75.5452662857,0.711,924624,9.495185,20.2125832857
duque de caxias,2012,29,110,79.581506,0.711,924624,10.0892591,19.5047768571
duque de caxias,2012,30,28,73.8706871429,0.711,924624,10.51425935,22.7463395714
duque de caxias,2012,31,154,72.3950348571,0.711,924624,8.861296049999998,23.143593
duque de caxias,2012,32,26,69.4282837143,0.711,924624,9.4851848,21.2610887143
duque de caxias,2012,33,34,70.4473214286,0.711,924624,7.440740300000002,22.3821428571
duque de caxias,2012,34,28,64.9151785714,0.711,924624,10.7962967,22.375
duque de caxias,2012,35,26,72.2442735714,0.711,924624,12.623704,20.8763978571
duque de caxias,2012,36,92,67.3125,0.711,924624,21.4718518,22.1071428571
duque de caxias,2012,37,12,69.3705357143,0.711,924624,18.7418524,24.1964285714
duque de caxias,2012,38,12,64.7320074286,0.711,924624,21.580185600000004,25.6784951429
duque de caxias,2012,39,13,65.4598214286,0.711,924624,25.971296400000004,20.451885
duque de caxias,2012,40,9,61.7231291429,0.711,924624,30.3644439,23.899151
duque de caxias,2012,41,12,63.2930428571,0.711,924624,27.2385171,24.9870515714
duque de caxias,2012,42,13,66.3650848571,0.711,924624,25.764998,23.4884667143
duque de caxias,2012,43,7,69.7176135714,0.711,924624,30.990554,26.0582077143
duque de caxias,2012,44,18,72.5902342857,0.711,924624,31.7922216,25.9390295714
duque de caxias,2012,45,12,74.1461694286,0.711,924624,40.1522219,24.9488768571
duque de caxias,2012,46,6,76.9531872857,0.711,924624,40.218888500000006,23.0893051429
duque de caxias,2012,47,20,69.8986191429,0.711,924624,41.785556,24.5371727143
duque de caxias,2012,48,20,78.7174048571,0.711,924624,41.914445,24.0522902857
duque de caxias,2012,49,19,65.3484708571,0.711,924624,40.67000000000001,28.3878214286
duque de caxias,2012,50,23,72.3431092857,0.711,924624,48.015553999999995,27.5107312857
duque de caxias,2012,51,13,70.9800951429,0.711,924624,54.327591,28.3084948571
duque de caxias,2012,52,25,62.9786604286,0.711,924624,68.628147,29.7473328571
duque de caxias,2013,1,54,70.3677132857,0.711,924624,53.831297,27.5989344286
duque de caxias,2013,2,96,71.7374815714,0.711,924624,54.61407399999999,26.9013825714
duque de caxias,2013,3,67,77.7332085714,0.711,924624,57.275553999999985,25.6266178571
duque de caxias,2013,4,100,76.1786977143,0.711,924624,57.318331,25.8530075714
duque de caxias,2013,5,191,78.09375,0.711,924624,41.5822215,25.3833874286
duque de caxias,2013,6,219,79.0714664286,0.711,924624,39.7068525,25.7053495714
